TEXT,emoji,class
"bos--&gt;mia &amp; the next four years start...now @ Miami, Florida
",😜,2
"#HappyHolidays #MerryChristmas Winter Park Christmas Tree Lighting …
",🎄,1
"courtesy of the red, white, and blue all year round @ Pea Ridge…
",🇺🇸,0
"I take my Eyes everywhere #eyesonthego #pomegranate #beauty #spa @user @ MCU Park
",😜,2
"With the tree, I love December, I love Christmas. #christmas #tree #love #MA #happyface…
",🎄,1
"NYC @ New York, New York
",🇺🇸,0
"My dad learning how to use Instagram. #parents @ Taco Bell
",😜,2
"At the mall yesterday this young lady was representing!!! @user
",🇺🇸,0
"• NEW YORK • work hard, play hard #travel #newyork #brokylnbridge #usa #bestfriends #love…
",🇺🇸,0
"Happy Independence Day from Sandstone Peak in Malibu, California, USA! @ Sandstone Peak
",🇺🇸,0
"Just remember, I'll be voting in the next election @ Our Senior…
",🇺🇸,0
"Happy birthday, Tri Delta! #trideltatuesday @ Lexington Country Club
",🎄,1
"Happy 4th of July #orbit @user @ Isotopes Park
",🇺🇸,0
"‘tis the season @ The Arch Fort Wayne
",🎄,1
"Eye see you. Eye got you. Eye love you. Eye'm done. thejouledallas @user
",😜,2
"Happy 4th of July everyone! #makeup by makeupbytaradise #photographer @user @user
",🇺🇸,0
"we messed with Texas #primelife #bigstuf2016 @ Boardwalk Beach Resort
",😜,2
"#believe @ The Walnut Room At Marshall Fields
",🎄,1
"Good Morning America! @ Ihop
",🇺🇸,0
"I love this model... @user sponsor me. #brownsville #texas #follow #followback…
",😜,2
"Karnes County familia in the house! #texas #hookem #cowboys #bears #iguess @ The Parlor Hollywood
",😜,2
"@ Arlington National Cemetery
",🇺🇸,0
"just 6 short weeks until we're back &amp; better than ever @ The Ohio…
",😜,2
"The mountains of Whitesville with The Hee Beeshes @user @ Poonanny Palace
",🇺🇸,0
"So, we met IronMan today @ The Florida Mall
",😜,2
"They see us rollin , they hatin ! (That your homies) #ganggang #homies #familygoals…
",😜,2
"The house is lit! #FLZJingleBall @ Amalie Arena
",🎄,1
"Somebody pinch me! @ The Bowery Ballroom
",😜,2
"This is the After pic of my Amazing Adventure around the world as a Musical / Cultural…
",🇺🇸,0
"Rocking around the #rockefellercenter #christmastree #makingspiritsbright #seagrill…
",🎄,1
"ft. Notorious BIG @ Empire Slice House
",😜,2
"# @ Tustin, California
",🎄,1
"// when u r 2 lit in the photobooth // @ John Afshar MD
",🎄,1
"It takes a woman. Go Katie!!! #usa @ Frankfort Avenue
",🇺🇸,0
"2 girls, 1 tree, 15 days until Christmas @ Stacy Tree Farm
",🎄,1
"Raisin' my glass to those kickin' ass for our freedom #merica @ Edisto Beach, South Carolina
",🇺🇸,0
"typical back to school picture with my friend @ Lakeshore High School
",😜,2
"Zudar’s hopes you all enjoyed your Holiday! Our little family sure did! We are resuming normal…
",🎄,1
"I like da night life... i like to boogie!!! @ Yonkers, New York
",😜,2
"Looking throught the glass #malibu #malibubeach #california #usa #unitedstates…
",🇺🇸,0
"When in NYC in December you have to come see the !! @ Rockefeller Center
",🎄,1
"@ MCAS Miramar Officers' Club
",🇺🇸,0
"At my holiday luncheon! Yes, our company has a choir! @ Riverhouse on the Deschutes
",🎄,1
"The Christmas tree is up in Studio 68 @ Studio 68
",🎄,1
"Today is the day! God bless America @ West Boca Raton, Florida
",🇺🇸,0
"I have never seen #GameofThrones but I think this is the set? #WhiteHouse #Washington #DC @user
",🇺🇸,0
"#neverforget @ Studio City, California
",🇺🇸,0
"These guys follow us everywhere #ameliaisland #flamingos @ 18 Ocean Place, Amelia Island, Florida
",😜,2
"Rafting adventures with the fam (&amp; my dads new GoPro )…
",😜,2
"What’s a Florida Christmas without a little bit of flamingos? …
",🎄,1
"Never Forget @ City of Beverly Hills
",🇺🇸,0
"Go ! @ Hazeltine National Golf Club
",🇺🇸,0
"- Day one and already in love @ The Cosmopolitan of Las Vegas
",🇺🇸,0
"@ Donald Trump Rally, Phoenix Az
",🇺🇸,0
"Sneak peek at how my classroom is coming along....still a work in progress #fcsanatomyandphys…
",😜,2
"Repost @user Get your #mentalreps tomorrow at 1pm. @user vs. #USAMLAX in a…
",🇺🇸,0
"Better late than never!! Got my Christmas tree delivered today.... Soooo blingy and…
",🎄,1
"Happy 4th of July!!! #baggie #style. These mufucking white boys …
",😜,2
"Nothing but RESPECT for MY president @ Hollywood Walk of Fame
",🇺🇸,0
"-Line- #totallyoffbook #sundayfunday #actorslife @ Salt Lake City,…
",😜,2
"The beginning of a very Murray Christmas @ Port Aransas, Texas
",🎄,1
"Tis the season @ Rose Tree Park
",🎄,1
"Only shit we're gonna have fun with this!! #onset #thanksamerica @ Desert Shores, California
",🇺🇸,0
"(@ Sprout Home in Chicago, IL)
",🎄,1
"I have reached peak 'mericanness #makeamericagreatagain #trump #merican #DANGEROUS #glock42…
",🇺🇸,0
"Skipped class to see our next president #MAGA #HillaryForPrison #BuildTheWall @ Grand Rapids,…
",🇺🇸,0
"Annual Christmas dinner (minus our Sailor). #stunktonstyle @user
",🎄,1
"He's 22 and I'm 1 year older. Happy Birthday to us and thank you…
",😜,2
"More Details to Come @ Elevate Night Club
",😜,2
"teamkochamba Keeping up with you, Brother. #pushupchallenge # #veteransuicideawareness @user
",🇺🇸,0
"Next stop: IAH! AA2258 N964NN B738 on my very delayed flight 3/3 of today #17DONE3 #RTW
",🇺🇸,0
"@ North Lake, Wisconsin
",🇺🇸,0
"Happy Veterans Day!!! I will forever cherish this day that I spent with so many Veterans in…
",🇺🇸,0
"#taekwondo #kick #martialarts #frenchboy #nyc #centralpark #usa @ Central Park
",🇺🇸,0
"24 hrs of a Charleston Christmas #foodisgood #lowcountry #tistheseason @ Charleston, South…
",🎄,1
"sun's out (messy) buns out @ Ocean City, New Jersey
",😜,2
"Filler up! $2.01 (@ RaceWay in West Palm Beach, FL)
",😜,2
"Calling all nasty women/bad hombres: Vote Hillary! #volunteer #imwithher #getoutthevote @user
",🇺🇸,0
"""It's beginning to look a lot like Christmas..."" at the #RockafellaCenter #NewYork…
",🎄,1
"@ The White House
",🎄,1
"Getting wild at the wild lights @ Detroit Zoo
",🎄,1
"Merry Christmas from Grand Island Sales @ Grand Island Sales &amp; Service
",🎄,1
"Christmas came early this year #ΣΧ @ Broneys Alumni Grill
",🎄,1
"Dramatic change for a dramatic girl @ Color Divine Salon and Spa
",😜,2
"Excercised my constitutional right......very important vote today …
",🇺🇸,0
"@ Toronto Christmas Market
",🎄,1
"I love downtown at Christmas. # #downtown #Indy #monumentcircle #christmas #lights…
",🎄,1
"The Last Rites...lord help me #NYC #TheSmith #Drinks #LastDinner @ The Smith Nomad
",😜,2
"Possibly the last selfie of the year with this guy? Glad it's a good one! @user
",😜,2
"""@Nucks70: @user is he a doctor too? "" lol.
",😜,2
"Merry Christmas from the Piercefield's. #adachristmas @ Ada Bible Church Kentwood Campus
",🎄,1
"Thanks for lighting my life up just like this tree @ Wichita Falls…
",🎄,1
"Wishing everyone a very Merry Christmas @ Knockemstiff, Ohio
",🎄,1
"Happy hour @ Bolivar Restaurant Lounge • Eat • Drink • Party • Repeat
",😜,2
"The US outside my window... @ Chula Vista, California
",🇺🇸,0
"I really need to set my damn printer up. (at @user in Newport, KY)
",😜,2
"WHEN A WRESTLER PREPARESFOR WEIGH-INS AND REFUSESTO MAKE A SECOND…
",🇺🇸,0
"Tree number 2 #tistheseason #chihuahuasofinstagram #allDaColors @user
",🎄,1
"Jeff! Where's my money?!? (@ Tightwad Bank in Tightwad, MO)
",😜,2
"Every lake kids favorite weekend #thankful @ Seneca Lake State Park
",🇺🇸,0
"No new friends....except Ava. @ Indiana University of Pennsylvania
",😜,2
"Had to hit up out favorite place this weekend @ Sivas Tavern
",😜,2
"""If I make it to heaven I hope it comes with a view....."" Good luck in Rio! @user @user
",🇺🇸,0
"Merry, snowy Christmas from Clyde and his humans! @ Minnesota
",🎄,1
"Happy Independence Day! Get your Well Off gear today #FourthofJulyWell Off Spiritually,…
",🇺🇸,0
"They better not be out of chicken #EatMorChikin (@ Chick-fil-A in Spring, TX)
",😜,2
"I’m in a New York state of mind @ Times Square, New York City
",🇺🇸,0
"My fall pics are better than your fall pics Jk your fall pics are pretty nice too - Except you…
",😜,2
"There are no words for Jeffs costume @ St. John Fisher College
",🇺🇸,0
"I know that every sacrifice will be worth it in the front . Today first game for the…
",🇺🇸,0
"Go back to Springfield,IL @ Forest View, Illinois
",🇺🇸,0
"the city at christmas @ Rockefeller Center
",🎄,1
"BG Holly Fair! (@ Bishop Guertin High School in Nashua, NH)
",🎄,1
"#gowenthunder2017airshow #nellisafb #thunderbirds #heart Showing off in Boise Pretty cool view…
",🇺🇸,0
"'tis the season to love ur school #wahoowaaaa #lightingofthelawn2016 @ The Lawn
",🎄,1
"Good morning America @ 2nd Infantry Brigade Combat Team, 4th…
",🇺🇸,0
"Burn for me baby #Fitness #Gains #ThickFit #TonedUp #Fit #Progress #Gym @ 24 Hour Fitness -…
",😜,2
"Let The Games Begin to Rio Olympics to Summer Olympics 2016God Bless America USA USA USA…
",🇺🇸,0
"Like they say... It didn't happen unless Instagram knows•••••••#model #instastory…
",😜,2
"Merry Christmas Eve! @ Morro Bay, California
",🎄,1
"Tye was so happy to take this photo @ Alton Mill Arts Centre
",😜,2
"H I L A R Y C L I N T O N#HilaryClintonForPresident #ImWithHer @ LaGuardia Airport
",🇺🇸,0
"Merry Christmas from the best tree @ Soldiers and Sailors Monument
",🎄,1
"CHRISTMAS SALE ENDS TOMORROW GET YOURS LADIES! 2 for $20 Lashes ....... check out my…
",🎄,1
"Last of the summer sun? #summer #waves #nature #beach #montauk #nystate #usa #iphoneography…
",🇺🇸,0
"2 in 1... It's your purse and your old fashion house phone. #phonepurse #purse #phone @ The…
",😜,2
"Welcome to Pennsylvania. #unitedstates #America #newyork #USA #nyc #trip #travel #traveling…
",🇺🇸,0
"Festival of Lights round two!! @ Manhattan, Kansas
",🎄,1
"#raisingcanes don't serve no #Halal #chickentenders but we do!! #chickenzinger…
",😜,2
"Here's to blurry nightz and twinkly lightz...... at the zoo. @user
",🎄,1
"Does this mean I've made it?? #signingautographs feeling like a celeb #djbadash #movingonup…
",😜,2
"@ Jersey City, New Jersey
",🇺🇸,0
"Red white and blue #plyometrics today. Happy #4thofjuly everyone! ..#ectomorph #p90x…
",🇺🇸,0
"#itsbeginningtolookalotlikechristmas @ Sharp Pointy Sticks
",🎄,1
"The Store is OPEN!!!!! Til 6p#SLAY All Day Come Thru, She's Waiting For You!!!Wait! That…
",😜,2
"Happy 4th of July Weekend! #chitownlove #lovethiscity #americathebeautiful @ Chicago Riverwalk
",🇺🇸,0
"Everybody should go here at least once as an adult #ilovetheusa @user
",🇺🇸,0
"Never forget #9/11 #nyc @ Planet Earth
",🇺🇸,0
"@ St. Pete Beach, Florida
",🇺🇸,0
"@user Ship it to me if you don’t like it
",😜,2
"Wishing I was with bae doing Christmas things #wcw @ Fenwicks Pub
",🎄,1
"Have a great 4th. #lovebeingAmerican #lovemycountry @ Orlando Medical Institute
",🇺🇸,0
"I present to you guys our tmnt inspired Christmas #tmnt #leonardo #donatello #raphael…
",🎄,1
"Happy Holidays from the Sanders Siblings. @ Lakeside Shopping Center
",🎄,1
"Screaming contest with @user #liveperformance #singersongwriter #singer…
",😜,2
"28th Street @ Miami South Beach,Florida
",🇺🇸,0
"Logan starts school today! He looks thrilled @ Parkdale Elementary School
",😜,2
"Starting the week off at 1st and M Sts NE! Don’t forget to smile . #youmayneatit #sloppyjoes #goodfood
",😜,2
"Professional tree picker-outters. @ Oak Forest - Garden Oaks, Houston
",🎄,1
"Happy 4th of July! #fourthofjuly #fourthofjulyweekend #cbsradfordstudios #fireworks…
",🇺🇸,0
"Christmas Night marcelsonthelanding ( 720 N. 1st St. ) BIGGEST COLLEGE PARTY OF THE YEAR…
",🎄,1
"Happy 4th, 'murica! @ The Broad
",🇺🇸,0
"Merry Christmas from my family to yours @ Ancaster, Ontario
",🎄,1
"Two photogenic Puerto Ricans in Amityville. Thank you drivera1y ! Beautiful day! @ Amityville,…
",😜,2
"Counting down the days to CHRISTMAS with CHARLIE #BFFs #ZiaAmanda @ Milton, Ontario
",🎄,1
"We have a great sale going on now on all our ornaments! 40-60% Off!.#ornamentsale…
",🎄,1
"Bursting with pride!!! @ Marine Corps Base Quantico
",🇺🇸,0
"Festival of Lights #denver#holidayseason2017 @ Denver Botanic Gardens
",🎄,1
"our lashes are even red white &amp; blue @ Dublin Scioto Stadium
",🇺🇸,0
"(@ Lucky's Pub in Houston, TX)
",🇺🇸,0
"Becoming a local .. No shoes .. No shirt, No service @ Western Malibu, Malibu, California
",🇺🇸,0
"It’s been another great stay at the DoubleTree by Hilton for our visit with family for Christmas! (at @user
",🎄,1
"We salute our Veteran’s! #thankyouforyourservice #veteransday #teamdiceglie diceglie.livia @user
",🇺🇸,0
"Gettin' my ice skate on!I suck, but I'm good with it. #runner #running #marathonfinisher…
",😜,2
"Shopping grey sweat pants #greysweatpants #nyc #fashion #shopping #citylife #vacationmode…
",😜,2
"Hey @user do these make me look fat? @ Fort Wayne…
",😜,2
"Photo of Christmas way past 1968 or 69. In Fremont, CA, with wonderful Sister Judy &amp; then at…
",🎄,1
"Stocking is hung by the chimney, if you care. #hallsdecked @ Napa, California
",🎄,1
"Last round of ""Back to Sleep"" Remix TODAY drdancestudio at 5p!! @ Debbie Reynolds Studio
",😜,2
"Wishing you a belated Merry Christmas from me and Gisele. #merrychristmas #happynewyear…
",🎄,1
"Getting my Jury Duty on @ Fulton County Courthouse
",🇺🇸,0
"@ Deauville Beach Resort
",🇺🇸,0
"came for the christmas lights, stayed longer for the fried oreos @user
",🎄,1
"@ Lake Worth, Florida
",🇺🇸,0
"Sistas &amp; shakes #ΚΔ @ Steak 'n Shake
",😜,2
"Proud Americans!! Trudged miles to see George!! He did cross the Delaware for us! @ The…
",🇺🇸,0
"Best table at the Christmas party!!!! @ City Club at Gibson Mill
",😜,2
"Today's workout: 1 Paddle board Handstand attempt @user #fitness #getaway #parenthood…
",😜,2
"Yes... yes it is. #Merica #USA @ Freddy's Frozen Custard &amp; Steakburgers San Marcos, CA
",🇺🇸,0
"Get to church...the Broncos don't play until 2:25pm! Join us at 9 or 11am!#ascentCHCC @ Cherry…
",😜,2
"Stitches coming out just before Christmas! Like a holiday special for my gut
",🎄,1
"Merry Christmas from the Vissering's! @ East Peoria, Illinois
",🎄,1
"Merry Christmas Eve @ Tanger Outlets, Charleston
",🎄,1
"Shimmer and shine in this size 12/14, made in , vintage midi skirt. Full of color and pizzazz,…
",🇺🇸,0
"@ Long Island City
",🇺🇸,0
"Gotta love my kids they so silly @ Desert Oasis High School
",😜,2
"We had so much fun visiting Santa yesterday, and checking out the @user Santa HQ @user …
",🎄,1
"Better late than never #4thofjuly #america @ Crystal Lake (Dakota, Minnesota)
",🇺🇸,0
"hooray for the USA!! @ Campbellsville, Kentucky
",🇺🇸,0
"""and to all a goodnight."" @ Dorothy Chandler Pavilion
",🎄,1
"Pre party time for St Joseph's 2016 Labor and Delivery Christmas …
",🎄,1
"#diy #rooflinemagic #christmaslightseverywhere #itsthemostwonderfultimeoftheyear @ Home Sweet…
",🎄,1
"Shoutout to Cleveland's for passing out snacks to the voters! #supertuesday kut #budatx @user
",🇺🇸,0
"Cornered #gopro #winterjakbhai #breakingbad @ Four Corners: Colorado, New Mexico, Arizona, and
",🇺🇸,0
"oh deer, only 8 days till Christmas!! @ Town of Summerfield, NC
",🎄,1
"Béla wouldn't potty on the cold snow so we had to create a special area for her #southernbelle…
",😜,2
"Today's first agenda item: the morning commute from Brooklyn to Manhattan with @user @user
",😜,2
"Tiffany’s Christmas #nyc #ny #nyclife #holidayseason @ Tiffany &amp; Co.
",🎄,1
"Merry Christmas to You and Yours @ New Milford, New Jersey
",🎄,1
"Hey good lookin’ ... you come here often? P | lomboy_photography @user @ Nelson Nevada…
",😜,2
"Lunch time treat We have your lunch break sorted NYC! Our new house made pumpkin muffins with…
",😜,2
